State,County,Fast_food_2011,Fast_food_2016,Fast_food_per_1000_2011,Fast_food_per_1000_2016,Fast_food_expenditures_per_capita_2012
GA,Irwin,0,3,0.0,0.320547067,666.146008
GA,Jackson,27,35,0.442797166,0.538643849,666.146008
GA,Jasper,4,3,0.289059113,0.217060994,666.146008
GA,Jeff Davis,6,8,0.395830585,0.534402138,666.146008
GA,Jefferson,11,11,0.655581381,0.696731695,666.146008
GA,Jenkins,5,7,0.615233173,0.798175599,666.146008
GA,Johnson,5,5,0.499550405,0.513874615,666.146008
GA,Jones,7,5,0.243613837,0.175112948,666.146008
GA,Lamar,8,10,0.440552894,0.541418517,666.146008
GA,Lanier,4,5,0.38178868,0.478285824,666.146008
GA,Laurens,46,45,0.961458072,0.953551449,666.146008
GA,Lee,10,11,0.349882789,0.376325693,666.146008
GA,Liberty,47,50,0.722088218,0.814464897,666.146008
GA,Lincoln,3,3,0.381145979,0.381485249,666.146008
GA,Long,3,3,0.197264598,0.161342369,666.146008
GA,Lowndes,91,106,0.816143498,0.927335398,666.146008
GA,Lumpkin,17,20,0.557285691,0.634356762,666.146008
GA,McDuffie,14,19,0.647758294,0.885533184,666.146008
GA,McIntosh,8,10,0.56246924,0.71063104,666.146008
GA,Macon,7,8,0.484027106,0.591715976,666.146008
GA,Madison,12,10,0.426666667,0.346897006,666.146008
GA,Marion,3,4,0.344352617,0.469980026,666.146008
GA,Meriwether,9,10,0.41653168,0.474563402,666.146008
GA,Miller,3,1,0.493745885,0.170039109,666.146008
GA,Mitchell,16,14,0.683731464,0.624693231,666.146008
GA,Monroe,11,17,0.417584086,0.632464005,666.146008
GA,Montgomery,6,4,0.664157627,0.445285539,666.146008
GA,Morgan,12,21,0.670278724,1.158876442,666.146008
GA,Murray,25,25,0.634356762,0.63490451,666.146008
GA,Muscogee,169,207,0.865193619,1.054470803,666.146008
GA,Newton,51,62,0.507583901,0.58172265,666.146008
GA,Oconee,24,36,0.721847931,0.976509521,666.146008
GA,Oglethorpe,2,3,0.136035913,0.203942896,666.146008
GA,Paulding,64,64,0.445701074,0.411909328,666.146008
GA,Peach,16,23,0.577846798,0.855050374,666.146008
GA,Pickens,11,19,0.373997008,0.618993321,666.146008
GA,Pierce,12,16,0.639011662,0.832552815,666.146008
GA,Pike,4,5,0.224971879,0.278971154,666.146008
GA,Polk,31,27,0.750514466,0.647016535,666.146008
GA,Pulaski,12,10,1.013342341,0.884407889,666.146008
GA,Putnam,7,7,0.329009212,0.324856135,666.146008
GA,Quitman,0,1,0.0,0.428632662,666.146008
GA,Rabun,16,20,0.98340504,1.210067764,666.146008
GA,Randolph,3,5,0.396615547,0.692041522,666.146008
GA,Richmond,143,172,0.713651199,0.851451428,666.146008
GA,Rockdale,67,78,0.783598236,0.872727273,666.146008
GA,Schley,3,2,0.595001983,0.387747189,666.146008
GA,Screven,7,7,0.485976118,0.498859749,666.146008
GA,Seminole,6,4,0.684540787,0.473653049,666.146008
GA,Spalding,45,52,0.702894363,0.805539634,666.146008
GA,Stephens,13,15,0.504384263,0.583113046,666.146008
GA,Stewart,1,0,0.164690382,0.0,666.146008
GA,Sumter,15,22,0.467551898,0.724757042,666.146008
GA,Talbot,1,1,0.146563095,0.15740595,666.146008
GA,Taliaferro,0,0,0.0,0.0,666.146008
GA,Tattnall,6,7,0.235774914,0.276887781,666.146008
GA,Taylor,4,5,0.474214582,0.609830467,666.146008
GA,Telfair,8,7,0.491823435,0.436572284,666.146008
GA,Terrell,5,5,0.532424662,0.562556256,666.146008
GA,Thomas,29,39,0.650180481,0.864936793,666.146008
GA,Tift,37,43,0.89808005,1.057810578,666.146008
GA,Toombs,26,28,0.955355502,1.02960103,666.146008
GA,Towns,6,8,0.567214974,0.704907921,666.146008
GA,Treutlen,1,2,0.146563095,0.29730935,666.146008
GA,Troup,51,56,0.754025164,0.802568218,666.146008
GA,Turner,8,8,0.895154974,1.003512293,666.146008
GA,Twiggs,0,2,0.0,0.242865817,666.146008
GA,Union,12,20,0.564652739,0.882612533,666.146008
GA,Upson,16,17,0.594177065,0.648533171,666.146008
GA,Walker,23,22,0.334234313,0.321985774,666.146008
GA,Walton,42,52,0.49654194,0.578349701,666.146008
GA,Ware,27,29,0.743883624,0.810599284,666.146008
GA,Warren,2,0,0.352298749,0.0,666.146008
GA,Washington,10,15,0.476803509,0.737354373,666.146008
GA,Wayne,20,22,0.660066007,0.733700183,666.146008
GA,Webster,0,0,0.0,0.0,666.146008
GA,Wheeler,1,1,0.123946455,0.124734938,666.146008
GA,White,18,20,0.65676652,0.693842151,666.146008
GA,Whitfield,80,80,0.776276976,0.764102466,666.146008
GA,Wilcox,2,1,0.217178847,0.112777715,666.146008
GA,Wilkes,5,5,0.488758553,0.509061291,666.146008
GA,Wilkinson,2,2,0.212539851,0.221043324,666.146008
GA,Worth,7,7,0.325203252,0.337854144,666.146008
HI,Hawaii,151,145,0.807275099,0.729813118,836.408434
HI,Honolulu,910,939,0.941528007,0.945846986,836.408434
HI,Kalawao,0,0,0.0,0.0,836.408434
HI,Kauai,70,75,1.031961316,1.045019437,836.408434
HI,Maui,124,127,0.790624721,0.767909834,836.408434
ID,Ada,317,320,0.790533548,0.720284332,470.6384472
ID,Adams,1,0,0.251193168,0.0,470.6384472
ID,Bannock,63,71,0.753597531,0.841441591,470.6384472
ID,Bear Lake,4,3,0.671930119,0.504880512,470.6384472
ID,Benewah,8,6,0.872410033,0.665041011,470.6384472
ID,Bingham,16,17,0.348652241,0.3756491,470.6384472
ID,Blaine,19,28,0.901841656,1.287889242,470.6384472
ID,Boise,0,2,0.0,0.282167043,470.6384472
ID,Bonner,23,23,0.564167975,0.543183053,470.6384472
ID,Bonneville,65,79,0.614448037,0.705199732,470.6384472
ID,Boundary,6,6,0.55463117,0.515021459,470.6384472
ID,Butte,3,1,1.058948112,0.38865138,470.6384472
ID,Camas,2,2,1.793721973,1.84501845,470.6384472
ID,Canyon,99,109,0.517471186,0.516316061,470.6384472
ID,Caribou,3,2,0.438468284,0.289603244,470.6384472
ID,Cassia,21,22,0.909130265,0.937686472,470.6384472
ID,Clark,0,0,0.0,0.0,470.6384472
ID,Clearwater,2,4,0.232396003,0.467562829,470.6384472
ID,Custer,5,4,1.156069364,0.973472864,470.6384472
ID,Elmore,13,12,0.496277916,0.45994634,470.6384472
ID,Franklin,6,6,0.468420642,0.449539222,470.6384472
ID,Fremont,5,5,0.381417347,0.38795779,470.6384472
ID,Gem,12,10,0.719467594,0.588962836,470.6384472
ID,Gooding,5,7,0.326051516,0.463760435,470.6384472
ID,Idaho,4,5,0.243383024,0.30810944,470.6384472
ID,Jefferson,9,12,0.342114266,0.431546014,470.6384472
ID,Jerome,7,10,0.310586565,0.429978071,470.6384472
ID,Kootenai,108,108,0.766604439,0.705218618,470.6384472
ID,Latah,26,30,0.687721526,0.773355331,470.6384472
ID,Lemhi,5,3,0.626330953,0.387997931,470.6384472
ID,Lewis,2,2,0.525762355,0.52042675,470.6384472
ID,Lincoln,1,0,0.194893783,0.0,470.6384472
ID,Madison,22,29,0.580950118,0.747788866,470.6384472
ID,Minidoka,7,5,0.346363187,0.242918914,470.6384472
ID,Nez Perce,27,29,0.684931507,0.723264166,470.6384472
ID,Oneida,4,4,0.946073794,0.925711641,470.6384472
ID,Owyhee,8,6,0.703296703,0.52802957,470.6384472
ID,Payette,7,9,0.310462589,0.392670157,470.6384472
ID,Power,1,4,0.128584287,0.522125049,470.6384472
ID,Shoshone,7,5,0.552747947,0.402803512,470.6384472
ID,Teton,6,4,0.590318772,0.360815443,470.6384472
ID,Twin Falls,56,66,0.717571533,0.790078529,470.6384472
ID,Valley,12,6,1.245459263,0.575981569,470.6384472
ID,Washington,4,7,0.394671929,0.69554849,470.6384472
IL,Adams,31,34,0.461302659,0.509951555,608.7322135
IL,Alexander,0,1,0.0,0.154059467,608.7322135
IL,Bond,7,9,0.395056154,0.534410071,608.7322135
IL,Boone,26,27,0.480325143,0.50408872,608.7322135
IL,Brown,2,4,0.290782204,0.59311981,608.7322135
IL,Bureau,9,12,0.259995378,0.358926809,608.7322135
IL,Calhoun,1,1,0.198098257,0.205803663,608.7322135
IL,Carroll,11,11,0.722733246,0.752857436,608.7322135
IL,Cass,7,7,0.513912341,0.55200694,608.7322135
IL,Champaign,158,184,0.778958267,0.879259511,608.7322135
IL,Christian,17,16,0.489871193,0.480899282,608.7322135
IL,Clark,11,13,0.679012346,0.820292781,608.7322135
IL,Clay,8,9,0.583090379,0.676132522,608.7322135
IL,Clinton,21,17,0.552326346,0.452548915,608.7322135
IL,Coles,42,44,0.783523618,0.839502404,608.7322135
IL,Cook,4106,4642,0.787034969,0.887341638,608.7322135
IL,Crawford,9,14,0.455235205,0.731376032,608.7322135
IL,Cumberland,3,3,0.270807005,0.275431509,608.7322135
IL,DeKalb,74,81,0.708744373,0.77551294,608.7322135
IL,De Witt,9,11,0.543839507,0.680735194,608.7322135
IL,Douglas,15,18,0.754944889,0.910516465,608.7322135
IL,DuPage,838,875,0.906513374,0.939695195,608.7322135
IL,Edgar,10,12,0.543892092,0.686813187,608.7322135
IL,Edwards,7,4,1.049947503,0.611153552,608.7322135
IL,Effingham,35,41,1.021659174,1.199461705,608.7322135
IL,Fayette,9,11,0.402306558,0.504217088,608.7322135
IL,Ford,10,8,0.720616848,0.599610253,608.7322135
IL,Franklin,23,23,0.574741366,0.588355674,608.7322135
IL,Fulton,19,20,0.514821438,0.563110623,608.7322135
IL,Gallatin,0,0,0.0,0.0,608.7322135
IL,Greene,5,6,0.360906597,0.457351932,608.7322135
IL,Grundy,33,41,0.658840441,0.815612007,608.7322135
IL,Hamilton,6,3,0.712335272,0.36589828,608.7322135
IL,Hancock,8,10,0.421141293,0.548877545,608.7322135
IL,Hardin,0,0,0.0,0.0,608.7322135
IL,Henderson,1,3,0.138600139,0.436427117,608.7322135
IL,Henry,25,23,0.497205704,0.464421291,608.7322135
IL,Iroquois,23,17,0.779793185,0.602537747,608.7322135
IL,Jackson,36,44,0.596718051,0.74535845,608.7322135
IL,Jasper,5,6,0.512873115,0.625456062,608.7322135
IL,Jefferson,23,31,0.593670951,0.809230448,608.7322135
IL,Jersey,11,14,0.481569039,0.637958533,608.7322135
IL,Jo Daviess,12,11,0.530316422,0.503179178,608.7322135
IL,Johnson,6,4,0.466744457,0.308618162,608.7322135
IL,Kane,321,333,0.618355329,0.625289877,608.7322135
IL,Kankakee,75,78,0.660926884,0.708749421,608.7322135
IL,Kendall,60,76,0.513716223,0.610084047,608.7322135
IL,Knox,36,38,0.683423191,0.745902444,608.7322135
IL,Lake,530,567,0.755503415,0.804329477,608.7322135
IL,LaSalle,67,73,0.590282366,0.660591637,608.7322135
IL,Lawrence,6,5,0.355071606,0.305941382,608.7322135
IL,Lee,18,14,0.505703208,0.406988575,608.7322135
IL,Livingston,21,22,0.541251063,0.603152844,608.7322135
IL,Logan,16,14,0.528890652,0.47719681,608.7322135
IL,McDonough,28,23,0.861458942,0.73278746,608.7322135
IL,McHenry,198,231,0.642050411,0.750068188,608.7322135
IL,McLean,111,140,0.649974235,0.810710646,608.7322135
IL,Macon,61,68,0.551292827,0.637593647,608.7322135
IL,Macoupin,22,22,0.460897073,0.481896042,608.7322135
IL,Madison,182,180,0.677600104,0.677715947,608.7322135
IL,Marion,26,26,0.66431601,0.683024221,608.7322135
IL,Marshall,5,6,0.400673131,0.504286435,608.7322135
IL,Mason,10,8,0.691228313,0.583685977,608.7322135
IL,Massac,7,6,0.458205145,0.41467966,608.7322135
IL,Menard,2,3,0.157529931,0.241954996,608.7322135
IL,Mercer,6,4,0.36775973,0.255918106,608.7322135
IL,Monroe,17,20,0.511770727,0.590353622,608.7322135
IL,Montgomery,19,22,0.636387996,0.756559717,608.7322135
IL,Morgan,23,22,0.648161195,0.643387729,608.7322135
IL,Moultrie,3,3,0.202047414,0.205493527,608.7322135
IL,Ogle,29,32,0.546499576,0.625390869,608.7322135
IL,Peoria,116,134,0.621427462,0.723167257,608.7322135
IL,Perry,5,11,0.224618149,0.514451408,608.7322135
IL,Piatt,5,6,0.299778164,0.363064262,608.7322135
IL,Pike,7,6,0.428239325,0.377786173,608.7322135
IL,Pope,0,0,0.0,0.0,608.7322135
IL,Pulaski,2,1,0.334168755,0.178475817,608.7322135
IL,Putnam,0,0,0.0,0.0,608.7322135
IL,Randolph,18,18,0.538712477,0.552198055,608.7322135
IL,Richland,14,13,0.864838152,0.819775508,608.7322135
IL,Rock Island,109,111,0.739524533,0.763033436,608.7322135
IL,St. Clair,169,196,0.625981569,0.744907267,608.7322135
IL,Saline,17,20,0.68267609,0.824640251,608.7322135
IL,Sangamon,159,171,0.799115445,0.865424032,608.7322135
IL,Schuyler,3,3,0.402036987,0.425350915,608.7322135
IL,Scott,2,1,0.382555471,0.197823937,608.7322135
IL,Shelby,6,7,0.269275649,0.322179776,608.7322135
IL,Stark,0,0,0.0,0.0,608.7322135
IL,Stephenson,29,23,0.612900499,0.505050505,608.7322135
IL,Tazewell,86,107,0.63313971,0.798704158,608.7322135
IL,Union,11,16,0.621785088,0.934852469,608.7322135
IL,Vermilion,44,46,0.540547181,0.585539715,608.7322135
IL,Wabash,9,9,0.76342353,0.781860829,608.7322135
IL,Warren,7,8,0.392530702,0.462240712,608.7322135
IL,Washington,7,9,0.480307397,0.633356791,608.7322135
IL,Wayne,7,6,0.420268972,0.362034635,608.7322135
IL,White,9,9,0.616987729,0.638841567,608.7322135
IL,Whiteside,31,33,0.531987919,0.583647265,608.7322135
IL,Will,441,501,0.647933884,0.726370136,608.7322135
IL,Williamson,42,48,0.629581328,0.709639267,608.7322135
IL,Winnebago,195,213,0.664234546,0.74452616,608.7322135
IL,Woodford,17,18,0.437648028,0.462332725,608.7322135
IN,Adams,16,14,0.46549517,0.397366031,611.2947786
IN,Allen,219,250,0.610390009,0.675726812,611.2947786
IN,Bartholomew,60,71,0.773405174,0.867196756,611.2947786
IN,Benton,3,4,0.338676902,0.462160601,611.2947786
IN,Blackford,5,5,0.395163202,0.414078675,611.2947786
IN,Boone,37,41,0.639209453,0.638241567,611.2947786
IN,Brown,3,5,0.199018177,0.33315565,611.2947786
IN,Carroll,13,12,0.648573139,0.600991636,611.2947786
IN,Cass,29,31,0.74504162,0.815510483,611.2947786
IN,Clark,80,85,0.717379413,0.73402418,611.2947786
IN,Clay,18,15,0.670840787,0.572453536,611.2947786
IN,Clinton,24,23,0.726128525,0.712802554,611.2947786
IN,Crawford,1,1,0.094144229,0.094509026,611.2947786
IN,Daviess,20,18,0.626115268,0.545504137,611.2947786
IN,Dearborn,21,25,0.420151254,0.505346567,611.2947786
IN,Decatur,21,20,0.811437403,0.75072257,611.2947786
IN,DeKalb,20,28,0.471142521,0.656968559,611.2947786
IN,Delaware,76,83,0.644920403,0.718720504,611.2947786
IN,Dubois,34,36,0.806642942,0.847936687,611.2947786
IN,Elkhart,123,145,0.620012804,0.710275979,611.2947786
IN,Fayette,22,23,0.910973085,0.988949564,611.2947786
IN,Floyd,60,72,0.800266756,0.938440885,611.2947786
IN,Fountain,11,7,0.641100361,0.424834618,611.2947786
IN,Franklin,14,14,0.607876341,0.616061606,611.2947786
IN,Fulton,14,14,0.675349735,0.695237622,611.2947786
IN,Gibson,27,23,0.805561357,0.684951904,611.2947786
IN,Grant,49,50,0.703628714,0.748480584,611.2947786
IN,Greene,21,16,0.636016718,0.496539739,611.2947786
IN,Hamilton,187,247,0.660140571,0.78091408,611.2947786
IN,Hancock,37,43,0.526009013,0.582805871,611.2947786
IN,Harrison,21,16,0.536056158,0.403235969,611.2947786
IN,Hendricks,112,127,0.754051343,0.792086618,611.2947786
IN,Henry,26,27,0.528294219,0.558266479,611.2947786
IN,Howard,71,75,0.857746904,0.910868483,611.2947786
IN,Huntington,22,30,0.592018514,0.824901012,611.2947786
IN,Jackson,33,34,0.768550002,0.77390572,611.2947786
IN,Jasper,24,23,0.718154343,0.688849621,611.2947786
IN,Jay,9,9,0.421901369,0.427756654,611.2947786
IN,Jefferson,21,20,0.650497166,0.620174269,611.2947786
IN,Jennings,11,11,0.390749885,0.398233292,611.2947786
IN,Johnson,128,134,0.903189388,0.884237477,611.2947786
IN,Knox,27,28,0.701973325,0.745831336,611.2947786
IN,Kosciusko,47,60,0.607454893,0.760196131,611.2947786
IN,LaGrange,8,11,0.213566833,0.281092684,611.2947786
IN,Lake,368,409,0.743608603,0.840539918,611.2947786
IN,LaPorte,78,72,0.700751961,0.653310105,611.2947786
IN,Lawrence,25,21,0.541946672,0.460778936,611.2947786
IN,Madison,71,77,0.542059214,0.595399188,611.2947786
IN,Marion,776,832,0.851628905,0.88132419,611.2947786
IN,Marshall,41,39,0.873678827,0.835977021,611.2947786
IN,Martin,11,10,1.064653504,0.980199961,611.2947786
IN,Miami,21,21,0.573003356,0.582249702,611.2947786
IN,Monroe,96,107,0.685215058,0.734426049,611.2947786
IN,Montgomery,24,29,0.626059737,0.756725726,611.2947786
IN,Morgan,33,35,0.476658193,0.503184439,611.2947786
IN,Newton,8,10,0.567859171,0.711794434,611.2947786
IN,Noble,28,24,0.591853559,0.505880865,611.2947786
IN,Ohio,2,2,0.329978551,0.339673913,611.2947786
IN,Orange,10,12,0.501655463,0.615984806,611.2947786
IN,Owen,8,6,0.372075717,0.286779467,611.2947786
IN,Parke,3,5,0.175551524,0.294863478,611.2947786
IN,Perry,12,12,0.61791967,0.631246712,611.2947786
IN,Pike,7,3,0.553097345,0.241390409,611.2947786
IN,Porter,104,114,0.62829629,0.680849031,611.2947786
IN,Posey,7,6,0.272479564,0.234082397,611.2947786
IN,Pulaski,10,7,0.755686541,0.55507097,611.2947786
IN,Putnam,22,21,0.580474934,0.563531464,611.2947786
IN,Randolph,7,9,0.269013489,0.3591524,611.2947786
IN,Ripley,13,17,0.454005727,0.598422979,611.2947786
IN,Rush,9,9,0.520742927,0.541093008,611.2947786
IN,St. Joseph,173,206,0.648749189,0.764058113,611.2947786
IN,Scott,18,20,0.753201105,0.843632682,611.2947786
IN,Shelby,23,26,0.519222521,0.587862892,611.2947786
IN,Spencer,7,9,0.333842045,0.439174352,611.2947786
IN,Starke,9,7,0.38851716,0.304453723,611.2947786
IN,Steuben,24,19,0.703832957,0.55251832,611.2947786
IN,Sullivan,13,11,0.612600726,0.530452814,611.2947786
IN,Switzerland,4,4,0.377002828,0.375692683,611.2947786
IN,Tippecanoe,120,140,0.683554254,0.742020628,611.2947786
IN,Tipton,8,10,0.505976852,0.659891778,611.2947786
IN,Union,6,4,0.800533689,0.558035714,611.2947786
IN,Vanderburgh,154,163,0.853497678,0.896712969,611.2947786
IN,Vermillion,9,7,0.560119492,0.448401768,611.2947786
IN,Vigo,90,89,0.831216809,0.826607473,611.2947786
IN,Wabash,24,27,0.736897049,0.855757345,611.2947786
IN,Warren,0,0,0.0,0.0,611.2947786
IN,Warrick,22,30,0.365569957,0.483488856,611.2947786
IN,Washington,11,11,0.390001773,0.396424968,611.2947786
IN,Wayne,49,45,0.713963078,0.675766996,611.2947786
IN,Wells,17,12,0.613142898,0.431034483,611.2947786
IN,White,20,17,0.813404913,0.705364923,611.2947786
IN,Whitley,18,20,0.539665407,0.597300203,611.2947786
IA,Adair,3,3,0.397614314,0.427960057,479.4927804
IA,Adams,3,2,0.75112669,0.538213132,479.4927804
IA,Allamakee,5,4,0.351914414,0.288413007,479.4927804
IA,Appanoose,10,9,0.778452437,0.720172841,479.4927804
IA,Audubon,0,2,0.0,0.354924579,479.4927804
IA,Benton,5,6,0.191725143,0.234000234,479.4927804
IA,Black Hawk,80,84,0.608503841,0.632468207,479.4927804
IA,Boone,8,8,0.304344518,0.30281237,479.4927804
IA,Bremer,10,10,0.41023958,0.40348612,479.4927804
IA,Buchanan,8,7,0.382573765,0.332794523,479.4927804
IA,Buena Vista,10,8,0.493048023,0.394710874,479.4927804
IA,Butler,1,3,0.06680473,0.204262273,479.4927804
IA,Calhoun,6,4,0.596302922,0.408204919,479.4927804
IA,Carroll,16,14,0.767275692,0.68742021,479.4927804
IA,Cass,9,8,0.653879686,0.606980273,479.4927804
IA,Cedar,8,7,0.434735355,0.380290107,479.4927804
IA,Cerro Gordo,40,38,0.909918107,0.882407579,479.4927804
IA,Cherokee,7,9,0.581975391,0.789196773,479.4927804
IA,Chickasaw,3,5,0.241935484,0.414490591,479.4927804
IA,Clarke,6,5,0.643984115,0.538444971,479.4927804
IA,Clay,21,20,1.265441398,1.225114855,479.4927804
IA,Clayton,10,9,0.555000555,0.5100017,479.4927804
IA,Clinton,27,26,0.550055006,0.55042764,479.4927804
IA,Crawford,6,9,0.348351138,0.528293027,479.4927804
IA,Dallas,36,48,0.517204224,0.570172834,479.4927804
IA,Davis,3,3,0.342075257,0.337040782,479.4927804
IA,Decatur,3,4,0.363856883,0.497203232,479.4927804
IA,Delaware,6,6,0.340444848,0.347443396,479.4927804
IA,Des Moines,30,34,0.748932771,0.858044164,479.4927804
IA,Dickinson,14,20,0.830515513,1.169317119,479.4927804
IA,Dubuque,66,70,0.697681794,0.723858372,479.4927804
IA,Emmet,5,6,0.496869721,0.62774639,479.4927804
IA,Fayette,7,7,0.3339854,0.350245172,479.4927804
IA,Floyd,7,6,0.434728605,0.378907483,479.4927804
IA,Franklin,3,5,0.280609859,0.490196078,479.4927804
IA,Fremont,3,4,0.406834825,0.574712644,479.4927804
IA,Greene,3,5,0.321543408,0.555000555,479.4927804
IA,Grundy,2,1,0.160269252,0.081320647,479.4927804
IA,Guthrie,8,6,0.736851801,0.563380282,479.4927804
IA,Hamilton,5,3,0.323373432,0.198675497,479.4927804
IA,Hancock,4,4,0.354170356,0.367208299,479.4927804
IA,Hardin,3,8,0.172691688,0.465305648,479.4927804
IA,Harrison,10,8,0.677323219,0.568504832,479.4927804
IA,Henry,10,9,0.49424208,0.454522499,479.4927804
IA,Howard,2,3,0.209577701,0.323554789,479.4927804
IA,Humboldt,7,4,0.715819613,0.419683139,479.4927804
IA,Ida,3,2,0.425894378,0.287480236,479.4927804
IA,Iowa,7,6,0.428947852,0.37073653,479.4927804
IA,Jackson,7,6,0.354879594,0.309437855,479.4927804
IA,Jasper,22,17,0.600879469,0.463708028,479.4927804
IA,Jefferson,10,13,0.587751264,0.715386309,479.4927804
IA,Johnson,92,110,0.688241543,0.750172199,479.4927804
IA,Jones,7,5,0.337609723,0.245290424,479.4927804
IA,Keokuk,3,3,0.288544773,0.294782352,479.4927804
IA,Kossuth,7,9,0.454781705,0.594726756,479.4927804
IA,Lee,19,21,0.53439838,0.609472951,479.4927804
IA,Linn,157,166,0.733703145,0.748084723,479.4927804
IA,Louisa,4,3,0.351679269,0.26814444,479.4927804
IA,Lucas,3,3,0.33825685,0.350631136,479.4927804
IA,Lyon,3,4,0.256607647,0.33932813,479.4927804
IA,Madison,5,3,0.317783145,0.189945549,479.4927804
IA,Mahaska,11,9,0.489106269,0.405295866,479.4927804
IA,Marion,20,19,0.601286754,0.573169628,479.4927804
IA,Marshall,21,22,0.512782946,0.547808765,479.4927804
IA,Mills,2,4,0.133084908,0.265886732,479.4927804
IA,Mitchell,4,4,0.373761914,0.375340152,479.4927804
IA,Monona,6,6,0.64970222,0.68189567,479.4927804
IA,Monroe,3,3,0.372254622,0.38201961,479.4927804
IA,Montgomery,9,6,0.846660395,0.592066311,479.4927804
IA,Muscatine,30,34,0.701409834,0.792466903,479.4927804
IA,O'Brien,10,11,0.703333802,0.79017312,479.4927804
IA,Osceola,2,2,0.31680659,0.328731098,479.4927804
IA,Page,7,7,0.440722785,0.456472123,479.4927804
IA,Palo Alto,7,7,0.748743181,0.774165008,479.4927804
IA,Plymouth,13,16,0.524024508,0.634794684,479.4927804
IA,Pocahontas,2,3,0.277700639,0.438084112,479.4927804
IA,Polk,323,368,0.737212333,0.775115425,479.4927804
IA,Pottawattamie,67,70,0.716799863,0.74859905,479.4927804
IA,Poweshiek,10,11,0.529829395,0.601355784,479.4927804
IA,Ringgold,1,3,0.198059022,0.60132291,479.4927804
IA,Sac,3,1,0.293484641,0.101853738,479.4927804
IA,Scott,143,135,0.858750548,0.784678427,479.4927804
IA,Shelby,7,7,0.584014684,0.59972584,479.4927804
IA,Sioux,25,22,0.735640301,0.630535095,479.4927804
IA,Story,68,72,0.748923423,0.743678731,479.4927804
IA,Tama,7,4,0.39750142,0.232842424,479.4927804
IA,Taylor,1,0,0.158654609,0.0,479.4927804
IA,Union,9,6,0.717188621,0.484261501,479.4927804
IA,Van Buren,2,2,0.266169816,0.27567195,479.4927804
IA,Wapello,23,26,0.648563291,0.7371704,479.4927804
IA,Warren,19,19,0.407480484,0.385059684,479.4927804
IA,Washington,7,8,0.320821303,0.361843593,479.4927804
IA,Wayne,2,0,0.315756236,0.0,479.4927804
IA,Webster,24,26,0.636132316,0.707444493,479.4927804
IA,Winnebago,5,5,0.468033324,0.471653618,479.4927804
IA,Winneshiek,7,10,0.332652188,0.489979911,479.4927804
IA,Woodbury,90,96,0.877004931,0.934697732,479.4927804
IA,Worth,3,2,0.396510706,0.267558528,479.4927804
IA,Wright,7,9,0.537221796,0.702247191,479.4927804
KS,Allen,8,6,0.599745108,0.474420811,608.8071732
KS,Anderson,3,3,0.372254622,0.383926286,608.8071732
KS,Atchison,11,8,0.656559628,0.488609296,608.8071732
KS,Barber,4,4,0.812017864,0.854335754,608.8071732
KS,Barton,14,17,0.50536043,0.631711939,608.8071732
KS,Bourbon,12,11,0.803159092,0.749727372,608.8071732
KS,Brown,6,5,0.601684717,0.518564613,608.8071732
KS,Butler,40,52,0.607662626,0.780218461,608.8071732
KS,Chase,0,2,0.0,0.756429652,608.8071732
KS,Chautauqua,0,0,0.0,0.0,608.8071732
KS,Cherokee,11,14,0.515174223,0.692383778,608.8071732
KS,Cheyenne,0,1,0.0,0.374391614,608.8071732
KS,Clark,1,1,0.471698113,0.484261501,608.8071732
KS,Clay,3,6,0.351864884,0.742666172,608.8071732
KS,Cloud,6,6,0.637145588,0.659340659,608.8071732
KS,Coffey,8,7,0.942729201,0.838524197,608.8071732
KS,Comanche,0,0,0.0,0.0,608.8071732
KS,Cowley,14,17,0.386366772,0.477246568,608.8071732
KS,Crawford,18,16,0.459371172,0.410340583,608.8071732
KS,Decatur,1,1,0.3417635,0.352485019,608.8071732
KS,Dickinson,11,9,0.558971492,0.474158369,608.8071732
KS,Doniphan,1,1,0.125675506,0.129382844,608.8071732
KS,Douglas,97,101,0.863135227,0.84524487,608.8071732
KS,Edwards,0,0,0.0,0.0,608.8071732
KS,Elk,0,1,0.0,0.39824771,608.8071732
KS,Ellis,28,29,0.973845298,1.006140929,608.8071732
KS,Ellsworth,2,2,0.309693404,0.316906988,608.8071732
KS,Finney,23,24,0.619695541,0.648683713,608.8071732
KS,Ford,15,20,0.435628612,0.579693342,608.8071732
KS,Franklin,16,14,0.619051304,0.548009551,608.8071732
KS,Geary,23,26,0.652019844,0.73846853,608.8071732
KS,Gove,3,3,1.098901099,1.140684411,608.8071732
KS,Graham,1,2,0.378931413,0.778816199,608.8071732
KS,Grant,4,5,0.50671396,0.650618087,608.8071732
KS,Gray,1,1,0.164284541,0.16722408,608.8071732
KS,Greeley,2,0,1.593625498,0.0,608.8071732
KS,Greenwood,1,2,0.151308821,0.32615786,608.8071732
KS,Hamilton,0,1,0.0,0.380372765,608.8071732
KS,Harper,4,1,0.673627484,0.176056338,608.8071732
KS,Harvey,27,24,0.778097983,0.690170817,608.8071732
KS,Haskell,0,1,0.0,0.24764735,608.8071732
KS,Hodgeman,1,0,0.510986203,0.0,608.8071732
KS,Jackson,5,8,0.372467223,0.603363753,608.8071732
KS,Jefferson,7,2,0.369276219,0.106067034,608.8071732
KS,Jewell,0,2,0.0,0.692520776,608.8071732
